filename,width,height,class,xmin,ymin,xmax,ymax
image159.jpg,1800,1290,sesami,342,328,366,377
image159.jpg,1800,1290,sesami,410,497,435,530
image159.jpg,1800,1290,sesami,327,566,358,604
image159.jpg,1800,1290,sesami,368,581,400,616
image159.jpg,1800,1290,sesami,428,596,458,643
image159.jpg,1800,1290,sesami,541,618,570,662
image159.jpg,1800,1290,sesami,605,477,662,522
image159.jpg,1800,1290,sesami,682,418,735,461
image159.jpg,1800,1290,sesami,873,6,892,42
image159.jpg,1800,1290,sesami,1074,327,1112,360
image159.jpg,1800,1290,sesami,1061,392,1099,446
image159.jpg,1800,1290,sesami,807,660,841,703
image159.jpg,1800,1290,sesami,718,637,750,669
image159.jpg,1800,1290,sesami,657,747,693,777
image159.jpg,1800,1290,sesami,1022,910,1060,937
image159.jpg,1800,1290,sesami,1035,656,1073,692
image159.jpg,1800,1290,sesami,1060,753,1096,781
image159.jpg,1800,1290,sesami,1146,784,1174,823
image159.jpg,1800,1290,sesami,1160,756,1197,789
image159.jpg,1800,1290,sesami,1214,564,1253,600
image159.jpg,1800,1290,sesami,1232,516,1261,554
image159.jpg,1800,1290,sesami,1212,257,1243,296
image159.jpg,1800,1290,sesami,1281,278,1308,319
image159.jpg,1800,1290,sesami,1345,266,1378,288
image159.jpg,1800,1290,sesami,1331,218,1370,249
image159.jpg,1800,1290,sesami,1127,592,1162,634
image159.jpg,1800,1290,sesami,1092,597,1120,628
image159.jpg,1800,1290,sesami,1362,835,1393,870
image159.jpg,1800,1290,sesami,1487,854,1520,883
image159.jpg,1800,1290,sesami,1608,934,1637,966
image159.jpg,1800,1290,sesami,1315,1061,1355,1118
image159.jpg,1800,1290,sesami,1434,1170,1464,1211
image159.jpg,1800,1290,sesami,1293,1097,1322,1127
image159.jpg,1800,1290,sesami,1258,1142,1288,1188
image159.jpg,1800,1290,sesami,1237,1189,1276,1234
image159.jpg,1800,1290,sesami,1434,957,1477,995
image159.jpg,1800,1290,sesami,1465,919,1508,949
image159.jpg,1800,1290,sesami,1519,907,1551,938
image159.jpg,1800,1290,sesami,1455,506,1514,542
image159.jpg,1800,1290,sesami,1572,542,1603,574
image159.jpg,1800,1290,sesami,1637,569,1681,606
image159.jpg,1800,1290,sesami,1664,561,1699,595
image159.jpg,1800,1290,sesami,1696,478,1720,504
image159.jpg,1800,1290,sesami,1603,481,1634,524
image159.jpg,1800,1290,sesami,1576,491,1612,526
image290.jpg,1800,1290,sesami,347,201,377,239
image290.jpg,1800,1290,sesami,288,343,318,388
image290.jpg,1800,1290,sesami,542,269,581,296
image290.jpg,1800,1290,sesami,631,172,668,199
image290.jpg,1800,1290,sesami,743,119,772,157
image290.jpg,1800,1290,sesami,596,327,628,347
image290.jpg,1800,1290,sesami,614,372,641,407
image290.jpg,1800,1290,sesami,580,397,616,427
image290.jpg,1800,1290,sesami,560,431,593,470
image290.jpg,1800,1290,sesami,532,437,566,477
image290.jpg,1800,1290,sesami,620,528,666,558
image290.jpg,1800,1290,sesami,695,449,727,495
image290.jpg,1800,1290,sesami,762,366,796,393
image290.jpg,1800,1290,sesami,976,358,1008,389
image290.jpg,1800,1290,sesami,1241,277,1276,315
image290.jpg,1800,1290,sesami,1460,365,1499,392
image290.jpg,1800,1290,sesami,1600,427,1642,453
image290.jpg,1800,1290,sesami,1308,447,1341,483
image290.jpg,1800,1290,sesami,1287,474,1338,499
image290.jpg,1800,1290,sesami,1200,420,1228,460
image290.jpg,1800,1290,sesami,1227,488,1258,549
image290.jpg,1800,1290,sesami,1277,569,1301,619
image290.jpg,1800,1290,sesami,1247,585,1277,610
image290.jpg,1800,1290,sesami,1242,611,1274,634
image290.jpg,1800,1290,sesami,1237,634,1260,674
image290.jpg,1800,1290,sesami,1153,561,1184,589
image290.jpg,1800,1290,sesami,1078,485,1118,511
image290.jpg,1800,1290,sesami,1072,596,1115,637
image290.jpg,1800,1290,sesami,992,633,1028,666
image290.jpg,1800,1290,sesami,980,689,1012,743
image290.jpg,1800,1290,sesami,1037,788,1081,814
image290.jpg,1800,1290,sesami,949,731,976,769
image290.jpg,1800,1290,sesami,892,785,937,815
image290.jpg,1800,1290,sesami,870,476,900,504
image290.jpg,1800,1290,sesami,877,585,916,611
image290.jpg,1800,1290,sesami,845,595,889,623
image290.jpg,1800,1290,sesami,843,630,873,669
image290.jpg,1800,1290,sesami,849,678,869,706
image290.jpg,1800,1290,sesami,869,696,895,714
image290.jpg,1800,1290,sesami,803,677,835,699
image290.jpg,1800,1290,sesami,799,700,838,722
image290.jpg,1800,1290,sesami,760,681,796,708
image290.jpg,1800,1290,sesami,766,714,804,731
image290.jpg,1800,1290,sesami,769,646,808,677
image290.jpg,1800,1290,sesami,793,596,823,631
image290.jpg,1800,1290,sesami,761,595,788,638
image290.jpg,1800,1290,sesami,696,626,743,654
image290.jpg,1800,1290,sesami,676,608,707,633
image290.jpg,1800,1290,sesami,677,633,715,674
image290.jpg,1800,1290,sesami,643,634,678,662
image290.jpg,1800,1290,sesami,585,730,626,765
image292.jpg,1800,1290,sesami,345,207,392,239
image292.jpg,1800,1290,sesami,289,357,316,385
image292.jpg,1800,1290,sesami,537,276,585,300
image292.jpg,1800,1290,sesami,628,169,662,196
image292.jpg,1800,1290,sesami,728,122,765,146
image292.jpg,1800,1290,sesami,753,364,799,395
image292.jpg,1800,1290,sesami,601,326,635,354
image292.jpg,1800,1290,sesami,607,369,658,404
image292.jpg,1800,1290,sesami,701,458,726,491
image292.jpg,1800,1290,sesami,588,389,611,443
image292.jpg,1800,1290,sesami,551,431,584,468
image292.jpg,1800,1290,sesami,528,439,565,468
image292.jpg,1800,1290,sesami,615,533,662,562
image292.jpg,1800,1290,sesami,862,472,895,511
image292.jpg,1800,1290,sesami,972,350,1010,395
image292.jpg,1800,1290,sesami,1072,480,1114,511
image292.jpg,1800,1290,sesami,1187,424,1232,460
image292.jpg,1800,1290,sesami,1237,280,1270,311
image292.jpg,1800,1290,sesami,1450,364,1487,399
image292.jpg,1800,1290,sesami,1605,428,1635,461
image292.jpg,1800,1290,sesami,1304,450,1347,476
image292.jpg,1800,1290,sesami,1293,472,1338,496
image292.jpg,1800,1290,sesami,1218,500,1249,535
image292.jpg,1800,1290,sesami,1278,578,1299,622
image292.jpg,1800,1290,sesami,1249,588,1276,615
image292.jpg,1800,1290,sesami,1250,608,1273,650
image292.jpg,1800,1290,sesami,1223,645,1258,674
image292.jpg,1800,1290,sesami,1137,554,1178,599
image292.jpg,1800,1290,sesami,1080,607,1111,635
image292.jpg,1800,1290,sesami,1046,787,1078,819
image292.jpg,1800,1290,sesami,984,710,1012,743
image292.jpg,1800,1290,sesami,991,638,1015,677
image292.jpg,1800,1290,sesami,935,728,982,758
image292.jpg,1800,1290,sesami,896,781,932,812
image292.jpg,1800,1290,sesami,880,580,903,611
image292.jpg,1800,1290,sesami,841,597,873,624
image292.jpg,1800,1290,sesami,843,627,872,649
image292.jpg,1800,1290,sesami,845,674,876,696
image292.jpg,1800,1290,sesami,868,703,895,731
image292.jpg,1800,1290,sesami,793,701,832,724
image292.jpg,1800,1290,sesami,805,674,824,693
image292.jpg,1800,1290,sesami,785,653,803,678
image292.jpg,1800,1290,sesami,766,685,796,704
image292.jpg,1800,1290,sesami,766,706,795,728
image292.jpg,1800,1290,sesami,581,735,614,765
image292.jpg,1800,1290,sesami,789,589,819,626
image292.jpg,1800,1290,sesami,764,601,791,633
image292.jpg,1800,1290,sesami,697,622,731,653
image292.jpg,1800,1290,sesami,666,611,699,637
image292.jpg,1800,1290,sesami,672,642,708,670
image292.jpg,1800,1290,sesami,645,633,685,661
image108.jpg,1800,1290,sesami,1056,219,1091,256
image108.jpg,1800,1290,sesami,981,269,1021,299
image108.jpg,1800,1290,sesami,902,324,929,351
image108.jpg,1800,1290,sesami,928,333,950,361
image108.jpg,1800,1290,sesami,1045,349,1073,376
image108.jpg,1800,1290,sesami,1117,369,1143,389
image108.jpg,1800,1290,sesami,1125,386,1159,409
image108.jpg,1800,1290,sesami,1204,463,1237,488
image108.jpg,1800,1290,sesami,1140,515,1166,542
image108.jpg,1800,1290,sesami,1440,592,1467,618
image108.jpg,1800,1290,sesami,1117,552,1144,575
image108.jpg,1800,1290,sesami,1058,558,1090,589
image108.jpg,1800,1290,sesami,802,582,828,612
image108.jpg,1800,1290,sesami,824,589,854,617
image108.jpg,1800,1290,sesami,1078,620,1109,645
image108.jpg,1800,1290,sesami,1127,633,1155,658
image108.jpg,1800,1290,sesami,1096,653,1120,688
image108.jpg,1800,1290,sesami,1072,668,1103,692
image108.jpg,1800,1290,sesami,1097,737,1115,767
image108.jpg,1800,1290,sesami,1113,788,1135,816
image108.jpg,1800,1290,sesami,1212,847,1241,874
image108.jpg,1800,1290,sesami,1191,763,1209,782
image108.jpg,1800,1290,sesami,1176,756,1195,781
image108.jpg,1800,1290,sesami,1180,621,1209,650
image108.jpg,1800,1290,sesami,1167,562,1191,591
image108.jpg,1800,1290,sesami,1193,582,1214,601
image108.jpg,1800,1290,sesami,1224,598,1245,622
image108.jpg,1800,1290,sesami,1207,595,1227,619
image108.jpg,1800,1290,sesami,1220,575,1243,594
image108.jpg,1800,1290,sesami,1240,581,1256,603
image108.jpg,1800,1290,sesami,1322,629,1347,661
image108.jpg,1800,1290,sesami,1461,704,1488,732
image108.jpg,1800,1290,sesami,1364,766,1388,796
image108.jpg,1800,1290,sesami,1280,703,1299,729
image108.jpg,1800,1290,sesami,1279,650,1299,678
image108.jpg,1800,1290,sesami,1251,629,1275,654
image108.jpg,1800,1290,sesami,1176,660,1199,687
image108.jpg,1800,1290,sesami,1197,719,1222,740
image108.jpg,1800,1290,sesami,1192,699,1222,717
image108.jpg,1800,1290,sesami,1224,703,1239,729
image108.jpg,1800,1290,sesami,1252,704,1271,732
image108.jpg,1800,1290,sesami,1236,694,1257,723
image108.jpg,1800,1290,sesami,1224,729,1258,754
image108.jpg,1800,1290,sesami,1740,468,1766,491
image108.jpg,1800,1290,sesami,1486,612,1511,639
image108.jpg,1800,1290,sesami,1614,651,1633,678
image108.jpg,1800,1290,sesami,1628,693,1650,722
image108.jpg,1800,1290,sesami,1521,721,1541,748
image108.jpg,1800,1290,sesami,1497,727,1521,752
image108.jpg,1800,1290,sesami,1505,706,1526,727
image108.jpg,1800,1290,sesami,1468,831,1497,856
image310.jpg,1800,1290,sesami,539,387,572,416
image310.jpg,1800,1290,sesami,254,577,314,618
image310.jpg,1800,1290,sesami,1543,453,1562,488
image310.jpg,1800,1290,sesami,1568,470,1586,496
image310.jpg,1800,1290,sesami,1436,363,1466,394
image310.jpg,1800,1290,sesami,1334,451,1355,483
image310.jpg,1800,1290,sesami,1350,475,1372,499
image310.jpg,1800,1290,sesami,1390,485,1415,512
image310.jpg,1800,1290,sesami,1387,511,1416,538
image310.jpg,1800,1290,sesami,1454,560,1476,586
image310.jpg,1800,1290,sesami,1363,584,1398,617
image310.jpg,1800,1290,sesami,1112,475,1146,499
image310.jpg,1800,1290,sesami,1305,753,1339,774
image310.jpg,1800,1290,sesami,1282,744,1304,777
image310.jpg,1800,1290,sesami,1307,811,1328,842
image310.jpg,1800,1290,sesami,1299,831,1320,858
image310.jpg,1800,1290,sesami,1365,874,1401,892
image310.jpg,1800,1290,sesami,1478,878,1502,903
image310.jpg,1800,1290,sesami,1501,817,1527,844
image310.jpg,1800,1290,sesami,1553,815,1594,856
image310.jpg,1800,1290,sesami,1520,1006,1544,1035
image310.jpg,1800,1290,sesami,1405,1013,1430,1039
image310.jpg,1800,1290,sesami,1377,925,1400,951
image310.jpg,1800,1290,sesami,1262,1002,1289,1030
image310.jpg,1800,1290,sesami,1281,1018,1302,1046
image310.jpg,1800,1290,sesami,1507,1085,1524,1107
image310.jpg,1800,1290,sesami,973,804,1004,831
image310.jpg,1800,1290,sesami,954,840,996,877
image310.jpg,1800,1290,sesami,766,875,803,898
image310.jpg,1800,1290,sesami,753,945,791,972
image310.jpg,1800,1290,sesami,964,663,999,704
image310.jpg,1800,1290,sesami,897,730,920,757
image310.jpg,1800,1290,sesami,694,696,722,722
image310.jpg,1800,1290,sesami,656,650,686,683
image310.jpg,1800,1290,sesami,959,582,990,612
image310.jpg,1800,1290,sesami,938,604,962,633
image310.jpg,1800,1290,sesami,909,660,936,690
image310.jpg,1800,1290,sesami,913,688,943,714
image310.jpg,1800,1290,sesami,1000,508,1025,538
image310.jpg,1800,1290,sesami,964,508,990,540
image310.jpg,1800,1290,sesami,873,511,897,540
image310.jpg,1800,1290,sesami,970,440,993,476
image310.jpg,1800,1290,sesami,964,414,990,440
image310.jpg,1800,1290,sesami,991,376,1024,399
image310.jpg,1800,1290,sesami,1113,566,1136,627
image310.jpg,1800,1290,sesami,1036,421,1078,455
image310.jpg,1800,1290,sesami,1082,599,1106,634
image310.jpg,1800,1290,sesami,1082,627,1119,670
image310.jpg,1800,1290,sesami,1043,601,1073,638
image310.jpg,1800,1290,sesami,1073,903,1106,947
image310.jpg,1800,1290,sesami,1700,482,1717,514
image459.jpg,1800,1290,sesami,835,265,868,304
image459.jpg,1800,1290,sesami,819,1,852,38
image459.jpg,1800,1290,sesami,695,14,728,52
image459.jpg,1800,1290,sesami,669,18,702,56
image459.jpg,1800,1290,sesami,317,77,351,115
image459.jpg,1800,1290,sesami,632,21,665,59
image459.jpg,1800,1290,sesami,1044,210,1077,249
image459.jpg,1800,1290,sesami,1479,447,1512,486
image459.jpg,1800,1290,sesami,1499,93,1532,132
image459.jpg,1800,1290,sesami,1325,634,1358,673
image459.jpg,1800,1290,sesami,1487,728,1520,767
image459.jpg,1800,1290,sesami,1442,779,1471,822
image459.jpg,1800,1290,sesami,1747,727,1780,766
image459.jpg,1800,1290,sesami,1378,771,1407,814
image459.jpg,1800,1290,sesami,1378,871,1407,914
image459.jpg,1800,1290,sesami,1328,908,1357,951
image459.jpg,1800,1290,sesami,1295,898,1324,941
image459.jpg,1800,1290,sesami,1247,849,1276,892
image459.jpg,1800,1290,sesami,1211,809,1240,852
image459.jpg,1800,1290,sesami,1153,755,1182,798
image459.jpg,1800,1290,sesami,1105,718,1134,761
image459.jpg,1800,1290,sesami,1004,672,1033,715
image459.jpg,1800,1290,sesami,801,618,830,661
image459.jpg,1800,1290,sesami,561,750,590,793
image459.jpg,1800,1290,sesami,555,579,584,622
image459.jpg,1800,1290,sesami,525,724,554,767
image459.jpg,1800,1290,sesami,996,711,1045,744
image459.jpg,1800,1290,sesami,1011,731,1060,764
image459.jpg,1800,1290,sesami,1047,779,1084,818
image459.jpg,1800,1290,sesami,1104,811,1141,850
image459.jpg,1800,1290,sesami,1136,800,1173,839
image459.jpg,1800,1290,sesami,1163,818,1200,857
image459.jpg,1800,1290,sesami,1182,897,1219,936
image459.jpg,1800,1290,sesami,1213,925,1250,964
image459.jpg,1800,1290,sesami,1144,931,1181,970
image459.jpg,1800,1290,sesami,1102,899,1139,938
image459.jpg,1800,1290,sesami,1090,943,1127,982
image459.jpg,1800,1290,sesami,984,816,1021,855
image459.jpg,1800,1290,sesami,950,912,987,951
image459.jpg,1800,1290,sesami,1004,754,1041,793
image459.jpg,1800,1290,sesami,999,790,1036,829
image459.jpg,1800,1290,sesami,1028,788,1065,827
image97.jpg,1800,1290,sesami,577,251,615,297
image97.jpg,1800,1290,sesami,511,258,549,304
image97.jpg,1800,1290,sesami,674,356,712,402
image97.jpg,1800,1290,sesami,632,378,670,424
image97.jpg,1800,1290,sesami,664,451,702,497
image97.jpg,1800,1290,sesami,985,397,1023,443
image97.jpg,1800,1290,sesami,993,492,1031,538
image97.jpg,1800,1290,sesami,1099,455,1137,501
image97.jpg,1800,1290,sesami,1189,427,1227,473
image97.jpg,1800,1290,sesami,1361,306,1399,352
image97.jpg,1800,1290,sesami,1560,173,1598,219
image97.jpg,1800,1290,sesami,1699,528,1737,574
image97.jpg,1800,1290,sesami,1553,628,1591,674
image97.jpg,1800,1290,sesami,1484,643,1522,689
image97.jpg,1800,1290,sesami,1428,660,1466,706
image97.jpg,1800,1290,sesami,1370,469,1408,515
image97.jpg,1800,1290,sesami,1305,451,1343,497
image97.jpg,1800,1290,sesami,1346,747,1384,793
image97.jpg,1800,1290,sesami,1316,745,1354,791
image97.jpg,1800,1290,sesami,1212,768,1250,814
image97.jpg,1800,1290,sesami,1242,807,1280,853
image97.jpg,1800,1290,sesami,1347,934,1385,980
image97.jpg,1800,1290,sesami,1355,853,1393,899
image97.jpg,1800,1290,sesami,1461,1145,1499,1191
image97.jpg,1800,1290,sesami,1274,1019,1312,1065
image97.jpg,1800,1290,sesami,1104,1108,1142,1154
image97.jpg,1800,1290,sesami,1069,1015,1107,1061
image97.jpg,1800,1290,sesami,1026,937,1064,983
image97.jpg,1800,1290,sesami,997,933,1035,979
image97.jpg,1800,1290,sesami,1023,845,1061,891
image97.jpg,1800,1290,sesami,865,934,903,980
image97.jpg,1800,1290,sesami,819,826,857,872
image97.jpg,1800,1290,sesami,814,777,852,823
image97.jpg,1800,1290,sesami,815,641,853,687
image97.jpg,1800,1290,sesami,869,596,907,642
image97.jpg,1800,1290,sesami,731,735,769,781
image97.jpg,1800,1290,sesami,745,937,783,983
image97.jpg,1800,1290,sesami,741,988,779,1034
image97.jpg,1800,1290,sesami,904,1073,942,1119
image97.jpg,1800,1290,sesami,614,1242,652,1288
image97.jpg,1800,1290,sesami,539,861,577,907
image97.jpg,1800,1290,sesami,441,1007,479,1053
image97.jpg,1800,1290,sesami,518,764,556,810
image97.jpg,1800,1290,sesami,438,568,476,614
image97.jpg,1800,1290,sesami,438,476,476,522
image97.jpg,1800,1290,sesami,266,631,304,677
image97.jpg,1800,1290,sesami,191,769,229,815
image97.jpg,1800,1290,sesami,132,774,170,820
image97.jpg,1800,1290,sesami,304,927,342,973
image174.jpg,1800,1290,sesami,469,530,499,573
image174.jpg,1800,1290,sesami,426,560,458,576
image174.jpg,1800,1290,sesami,435,580,460,614
image174.jpg,1800,1290,sesami,484,661,518,699
image174.jpg,1800,1290,sesami,523,712,555,747
image174.jpg,1800,1290,sesami,758,872,786,906
image174.jpg,1800,1290,sesami,719,733,752,767
image174.jpg,1800,1290,sesami,794,674,831,712
image174.jpg,1800,1290,sesami,1030,696,1063,731
image174.jpg,1800,1290,sesami,1096,706,1123,741
image174.jpg,1800,1290,sesami,1110,562,1148,590
image174.jpg,1800,1290,sesami,997,520,1032,555
image174.jpg,1800,1290,sesami,751,493,778,532
image174.jpg,1800,1290,sesami,710,482,743,522
image174.jpg,1800,1290,sesami,689,464,715,506
image174.jpg,1800,1290,sesami,890,432,927,477
image174.jpg,1800,1290,sesami,836,343,884,379
image174.jpg,1800,1290,sesami,888,340,925,388
image174.jpg,1800,1290,sesami,945,348,980,373
image174.jpg,1800,1290,sesami,952,378,993,408
image174.jpg,1800,1290,sesami,925,388,961,429
image174.jpg,1800,1290,sesami,1015,365,1036,399
image174.jpg,1800,1290,sesami,1038,362,1061,409
image174.jpg,1800,1290,sesami,1059,358,1090,398
image174.jpg,1800,1290,sesami,1238,514,1267,559
image174.jpg,1800,1290,sesami,1247,470,1278,504
image174.jpg,1800,1290,sesami,1185,281,1212,307
image174.jpg,1800,1290,sesami,1120,336,1143,357
image174.jpg,1800,1290,sesami,1103,353,1130,375
image174.jpg,1800,1290,sesami,1102,375,1135,400
image174.jpg,1800,1290,sesami,1129,407,1171,433
image174.jpg,1800,1290,sesami,1099,427,1133,461
image174.jpg,1800,1290,sesami,964,293,1007,317
image174.jpg,1800,1290,sesami,955,317,1006,336
image174.jpg,1800,1290,sesami,1261,253,1283,288
image174.jpg,1800,1290,sesami,1197,211,1225,246
image174.jpg,1800,1290,sesami,1167,225,1190,257
image174.jpg,1800,1290,sesami,1065,243,1100,276
image174.jpg,1800,1290,sesami,976,160,998,197
image174.jpg,1800,1290,sesami,947,241,982,281
image174.jpg,1800,1290,sesami,879,216,899,257
image174.jpg,1800,1290,sesami,653,197,686,224
image174.jpg,1800,1290,sesami,504,371,549,410
image174.jpg,1800,1290,sesami,565,485,598,522
image174.jpg,1800,1290,sesami,560,796,596,828
image174.jpg,1800,1290,sesami,1390,233,1432,253
image174.jpg,1800,1290,sesami,1455,335,1479,363
image174.jpg,1800,1290,sesami,1521,220,1541,261
image174.jpg,1800,1290,sesami,1408,439,1436,478
image174.jpg,1800,1290,sesami,1325,342,1353,380
image174.jpg,1800,1290,sesami,1283,485,1310,514
image467.jpg,1800,1290,sesami,1597,984,1631,1016
image467.jpg,1800,1290,sesami,1689,773,1723,805
image467.jpg,1800,1290,sesami,1350,744,1384,776
image467.jpg,1800,1290,sesami,1244,873,1283,917
image467.jpg,1800,1290,sesami,1319,780,1353,812
image467.jpg,1800,1290,sesami,1174,936,1213,980
image467.jpg,1800,1290,sesami,1185,858,1224,902
image467.jpg,1800,1290,sesami,1199,775,1238,819
image467.jpg,1800,1290,sesami,1120,847,1159,891
image467.jpg,1800,1290,sesami,1098,940,1137,984
image467.jpg,1800,1290,sesami,1023,886,1062,930
image467.jpg,1800,1290,sesami,970,884,1009,928
image467.jpg,1800,1290,sesami,932,866,971,910
image467.jpg,1800,1290,sesami,931,913,970,957
image467.jpg,1800,1290,sesami,802,854,841,898
image467.jpg,1800,1290,sesami,859,807,898,851
image467.jpg,1800,1290,sesami,844,742,883,786
image467.jpg,1800,1290,sesami,799,728,838,772
image467.jpg,1800,1290,sesami,885,703,924,747
image467.jpg,1800,1290,sesami,964,689,1003,733
image467.jpg,1800,1290,sesami,940,654,978,690
image467.jpg,1800,1290,sesami,903,625,941,661
image467.jpg,1800,1290,sesami,809,570,847,606
